credit_score,age,tenure_years,balance_usd,num_products,has_cr_card,is_active_member,estimated_salary_usd,monthly_spend_usd,transactions_last_month,mobile_app_usage_min_per_day,campaigns_responded,geography,gender,churn
465,35,3,5688.59,3,0,0,43400.99,200.02,0,27,2,Germany,Male,0
782,32,14,14377.29,4,1,0,41406.04,673.57,3,6,13,Spain,Male,1
537,25,10,14018.67,4,0,1,46284.61,222.35,10,50,8,France,Female,0
609,18,8,16016.42,7,0,1,61733.92,416.34,10,5,1,France,Female,0
623,27,11,21576.6,3,0,1,53695.06,275.2,13,12,4,Spain,Female,0
558,18,8,15927.65,4,0,1,40106.07,58.09,19,50,5,Germany,Female,1
485,18,10,6370.06,4,0,1,42987.25,556.6,7,31,3,France,Female,1
581,32,6,6331.75,4,0,0,64916.69,165.49,0,30,4,Spain,Male,0
466,33,14,21682.86,3,0,1,35148.82,387.8,33,40,8,Germany,Male,1
664,26,1,13354.46,1,1,1,59907.98,202.18,12,35,9,France,Female,0
556,30,4,25700.88,1,1,1,71199.29,8.53,15,33,10,Germany,Female,0
571,33,7,12647.61,1,0,1,61484.82,543.77,11,72,9,Spain,Male,0
438,35,14,21828.54,5,0,1,23291.25,651.31,4,32,6,France,Male,1
645,34,0,16966.64,2,0,0,29527.24,362.71,14,38,9,Germany,Male,0
590,32,9,2186.89,2,0,1,24597.86,324.2,2,84,1,France,Male,0
516,30,7,15883.4,3,0,1,49557.33,321.66,4,94,4,Germany,Female,1
683,29,5,25375.23,2,0,0,35720.47,465.61,3,65,4,Germany,Female,1
742,19,8,3878.55,3,0,0,28060.04,134.34,10,53,8,Germany,Female,0
427,35,25,1600.29,8,0,1,32442.2,260.34,16,51,1,Spain,Male,1
562,20,0,29435.19,4,1,1,18787.93,515.37,8,81,3,Germany,Female,1
576,25,4,29036.44,3,1,0,49731.37,586.93,19,57,11,Spain,Female,0
492,36,13,177.04,6,0,1,31582.24,97.63,18,7,1,France,Male,1
610,18,6,16945.46,9,0,1,74452.96,2.96,10,112,1,France,Female,0
718,40,2,676.19,5,0,0,61604.49,181.35,39,65,5,Spain,Male,1
517,19,2,6786.02,3,0,0,39130.69,237.04,27,9,1,Spain,Female,0
523,34,13,30498.98,2,0,1,100701.77,491.21,17,9,8,Spain,Male,1
665,39,0,2805.8,2,0,0,61743.62,530.35,1,37,11,France,Male,1
534,18,4,7941.22,3,0,1,87331.12,305.19,40,22,0,France,Female,0
476,36,0,12195.39,3,0,0,35049.33,154.32,0,22,3,Spain,Male,0
529,27,10,34385.19,1,0,1,58847.54,168.23,34,2,11,Spain,Female,1
693,18,14,4169.29,2,1,0,24084.0,42.01,15,21,5,Germany,Female,1
680,18,12,3232.47,2,1,0,77273.94,385.89,12,3,10,Spain,Female,0
540,27,1,114.59,4,0,0,32231.72,59.79,13,22,5,France,Female,0
584,21,7,1620.07,6,0,1,50043.54,106.73,3,52,1,France,Female,0
606,29,8,12393.1,4,1,0,25102.92,223.42,37,30,12,France,Female,0
652,37,0,16056.83,3,0,0,27660.27,203.16,17,1,2,France,Male,1
586,20,2,12456.76,1,0,0,56446.98,3.06,21,17,2,France,Female,1
542,21,8,3395.47,3,0,1,94689.21,213.57,18,87,4,France,Female,1
648,50,8,12769.95,5,0,0,43128.08,186.25,39,15,1,Germany,Male,1
623,18,5,10463.79,2,0,1,53029.77,22.48,2,91,9,Spain,Female,0
704,50,4,15764.71,3,1,0,16224.28,321.7,41,15,2,France,Male,1
683,18,2,18111.19,6,0,1,67613.03,194.37,7,45,0,Spain,Female,0
641,18,6,35465.73,2,1,1,37546.89,274.68,2,113,9,Germany,Female,0
665,48,11,7305.8,6,0,0,38666.56,191.41,34,15,3,France,Male,1
562,18,5,8146.66,3,0,1,21312.2,89.81,36,99,0,Germany,Female,0
634,21,1,10512.1,1,0,1,63702.93,191.9,5,45,10,Germany,Female,0
641,25,8,11719.17,3,0,1,37944.99,661.35,11,11,4,Germany,Female,0
653,34,1,9586.04,3,0,0,19700.07,200.74,7,78,5,France,Male,1
728,19,3,3565.92,5,0,1,49589.63,109.2,0,28,3,Spain,Female,0
497,18,15,7131.48,5,0,1,48799.96,358.98,6,51,4,France,Female,0
515,27,16,3439.35,3,0,1,135416.38,6.29,6,60,3,Germany,Female,0
609,22,11,4768.1,5,0,1,84236.49,308.62,10,4,3,France,Female,0
512,44,4,23769.72,4,0,0,55715.56,149.09,5,78,3,Germany,Male,0
722,18,2,9754.02,3,0,1,81104.48,135.92,8,62,1,Spain,Female,0
530,29,18,7084.07,5,0,1,51859.77,5.9,12,17,4,Spain,Female,1
704,24,1,16733.65,1,0,1,73664.07,116.04,1,33,2,France,Female,0
532,27,12,7113.06,4,0,1,16880.73,735.89,11,45,5,Spain,Female,1
465,18,17,1151.6,3,0,1,76921.27,123.41,22,50,1,Germany,Female,1
740,22,14,7901.76,3,1,0,64739.02,984.95,25,67,12,Germany,Female,1
706,19,4,5823.29,3,1,1,76640.8,712.9,3,10,4,France,Female,0
527,29,0,1671.85,2,0,0,65726.44,661.93,3,110,3,Spain,Female,0
564,25,5,19537.11,2,1,0,29489.33,279.38,0,29,5,Germany,Female,0
642,18,8,29606.44,2,0,0,32564.41,31.25,26,107,5,Germany,Female,1
723,29,4,22770.35,2,0,0,40204.26,749.37,4,25,5,Spain,Female,0
657,22,2,20138.86,2,0,0,56500.1,1.16,4,66,5,France,Female,0
633,19,6,21509.28,4,0,1,27815.31,151.35,11,48,1,Spain,Female,0
722,27,0,12818.71,1,0,0,24024.84,38.24,4,15,1,Spain,Female,0
529,23,11,3033.73,5,0,1,63594.11,156.37,9,43,7,Spain,Female,0
590,23,7,10199.88,4,0,0,66158.53,936.14,15,54,2,France,Female,0
617,18,6,54356.53,10,0,1,59040.47,191.39,4,50,3,Spain,Female,0
543,24,6,7041.95,1,0,0,39611.89,476.26,3,76,5,France,Female,0
507,34,1,22213.8,3,0,0,27778.19,366.69,1,31,4,Germany,Male,0
520,21,1,5354.77,4,0,1,32335.84,46.18,24,0,3,Spain,Female,0
516,18,6,230.38,5,0,0,17442.96,560.54,65,41,5,Germany,Female,0
698,42,8,23519.32,4,0,1,71591.38,68.65,16,18,5,Germany,Male,1
711,26,0,60762.3,1,0,0,70487.82,52.45,5,64,0,France,Female,0
632,18,3,1925.26,8,0,1,70297.41,6.2,6,19,3,Spain,Female,0
570,30,1,18782.42,6,0,0,16573.89,126.06,21,45,2,Spain,Female,0
695,24,3,16554.87,3,0,1,72464.87,181.29,6,3,2,Germany,Female,0
477,28,2,21522.46,2,0,0,19185.48,83.74,3,57,3,Spain,Female,0
630,26,6,24591.29,2,1,0,27436.63,127.97,11,167,9,Spain,Female,0
590,28,3,4082.49,1,0,0,83389.22,489.82,9,50,5,France,Female,1
639,25,5,7731.04,4,0,1,39144.99,156.68,1,107,1,Germany,Female,0
725,24,15,20843.6,3,1,0,34573.17,215.67,38,32,16,Spain,Female,0
473,36,6,5510.96,4,0,1,40074.18,555.77,5,36,4,Spain,Male,0
422,35,9,17370.05,4,0,1,36771.28,386.66,16,74,0,Spain,Male,0
627,29,4,21560.87,2,0,1,65373.71,249.81,9,53,6,Spain,Female,0
696,21,11,19936.37,3,0,0,58601.1,27.14,4,33,3,Germany,Female,1
597,24,12,37269.72,5,0,1,19378.26,424.78,13,36,7,France,Female,0
700,33,4,24036.03,3,0,0,23589.07,368.51,13,21,18,Germany,Male,1
618,25,14,20583.32,4,1,0,120520.51,542.93,29,1,9,Spain,Female,0
594,19,6,557.08,7,0,1,40982.9,212.02,5,61,1,France,Female,0
530,33,10,24001.95,2,0,1,52904.65,147.63,12,57,8,Spain,Male,1
474,20,15,19537.88,6,0,1,26655.78,216.73,5,10,7,Spain,Female,0
562,32,2,40443.86,4,0,0,73683.39,565.88,6,9,5,Germany,Male,0
697,18,0,5398.38,10,1,1,61899.0,227.07,8,10,4,Germany,Female,0
669,18,2,17911.65,4,0,1,63688.09,542.93,2,20,6,Spain,Female,0
635,18,10,862.01,2,0,0,28022.6,23.45,21,25,5,Germany,Female,0
730,22,3,20054.26,4,0,0,39689.53,172.68,2,12,1,Spain,Female,0
585,20,10,7177.56,2,1,0,89559.76,154.69,8,12,7,France,Female,0
538,20,14,11447.61,2,0,1,29917.29,346.22,15,79,3,France,Female,0
507,18,2,15343.47,4,1,1,23923.81,68.24,4,24,10,Germany,Female,1
445,25,6,35223.39,8,0,1,36667.23,80.78,58,27,6,France,Female,0
430,38,20,21238.77,7,0,1,16467.38,229.85,33,22,7,Spain,Male,1
466,29,7,9678.36,2,0,1,30015.42,797.5,15,19,3,Germany,Female,1
536,18,10,21784.18,8,0,1,36725.22,108.69,9,65,4,France,Female,0
741,33,3,27482.69,5,0,0,27710.7,208.41,9,8,1,Germany,Male,0
569,19,12,36138.3,6,0,1,55603.35,956.35,6,49,0,Spain,Female,0
622,50,4,17561.1,2,1,0,103020.03,420.99,27,36,2,Spain,Male,1
635,19,4,37382.58,2,0,1,30845.86,15.98,4,18,9,Germany,Female,0
586,36,1,27156.34,3,0,0,73597.66,1215.9,13,18,10,France,Male,0
608,26,3,7714.16,4,0,0,74666.81,446.23,6,120,8,France,Female,1
574,21,7,38650.72,5,0,1,63799.24,81.25,13,76,6,Spain,Female,1
564,18,7,21728.78,2,0,0,74501.15,86.98,34,4,2,Germany,Female,0
521,18,15,7125.66,7,0,1,41201.31,457.76,8,78,1,Spain,Female,0
669,32,1,6646.68,3,0,0,42640.65,106.05,3,20,10,Spain,Male,1
597,25,8,2338.82,3,0,1,23798.3,207.65,1,36,2,France,Female,0
710,24,1,8670.96,2,0,0,42975.22,315.14,3,12,1,France,Female,0
494,34,2,27662.18,2,0,0,48692.15,387.89,2,5,5,France,Male,0
394,18,0,39608.52,4,0,0,52701.88,908.79,56,63,7,France,Female,0
521,26,5,56081.19,3,0,0,18451.04,336.46,13,35,2,Spain,Female,0
575,18,9,17527.9,5,0,1,35781.54,289.22,8,47,1,Spain,Female,0
564,23,8,25116.81,4,0,1,19500.54,28.03,6,30,6,Germany,Female,0
605,19,9,52731.02,2,0,0,85409.54,85.76,8,16,4,France,Female,0
523,36,1,5012.28,5,0,0,34528.88,355.78,5,29,4,Spain,Male,0
616,18,11,25534.29,4,1,1,54058.41,54.81,16,26,4,France,Female,1
546,18,12,57529.9,1,0,0,79215.15,717.69,24,11,2,France,Female,0
649,46,2,752.83,3,1,0,59985.95,375.52,28,0,2,Germany,Male,1
636,18,13,2902.79,4,1,1,16448.02,321.69,28,6,5,Germany,Female,1
615,27,4,20163.81,1,0,1,24000.22,17.3,2,3,5,France,Female,0
590,19,9,8547.79,5,0,1,73092.49,104.59,3,14,0,France,Female,0
449,18,3,5471.96,3,0,0,45210.55,816.69,36,16,2,France,Female,0
678,37,6,16673.61,6,0,0,88649.88,1159.24,4,73,17,Spain,Male,1
568,28,1,575.13,3,0,0,17968.59,199.32,3,4,2,Spain,Female,1
498,21,2,6386.69,7,0,1,29678.99,147.27,50,84,5,France,Female,0
517,29,6,3841.1,2,0,1,82229.88,66.48,9,7,2,Spain,Female,1
555,22,11,40428.27,6,0,1,33111.72,180.63,2,135,1,Germany,Female,0
679,38,1,5530.18,4,0,0,65532.87,835.96,32,33,6,Spain,Male,1
590,36,6,24183.61,6,0,0,99387.11,419.61,11,99,7,France,Male,1
608,28,4,9488.44,4,0,1,40164.42,50.38,15,42,5,France,Female,0
499,33,1,25295.55,2,0,0,64719.76,172.67,17,24,8,France,Male,0
644,18,11,2581.74,5,1,0,36085.95,189.81,8,19,1,Germany,Female,1
590,21,4,6223.64,2,0,0,54792.42,53.94,6,54,1,France,Female,1
622,22,4,205.27,5,0,0,61741.04,580.27,15,91,5,Spain,Female,0
789,24,12,51568.34,4,1,0,16652.18,71.85,5,10,8,Germany,Female,0
549,18,7,13975.77,2,0,0,45897.65,272.99,14,77,4,France,Female,0
691,26,0,5286.66,3,0,0,29132.56,545.8,4,19,1,Germany,Female,0
582,20,5,18357.63,4,0,0,19567.23,142.85,21,36,1,Spain,Female,0
696,72,23,24670.16,3,0,1,19821.63,33.54,56,50,2,Germany,Male,1
820,61,7,16465.03,1,1,1,52595.89,480.08,24,2,13,Spain,Male,1
580,18,4,8869.22,3,1,1,77437.72,472.42,12,14,8,Spain,Female,1
611,45,7,9794.12,3,0,0,91433.32,486.48,5,8,13,France,Male,1
603,18,1,3026.21,2,0,1,32996.74,110.82,28,84,5,France,Female,1
570,38,12,6310.05,2,0,1,33921.48,194.81,2,18,1,Spain,Male,0
711,19,11,2210.61,1,1,0,41965.71,730.99,13,37,11,France,Female,0
448,53,15,12356.27,2,0,1,34325.26,209.97,3,12,7,France,Male,1
669,18,6,29510.3,4,0,1,33869.88,154.02,28,39,7,Spain,Female,0
630,18,5,47856.95,9,0,1,31085.7,108.44,5,64,0,Spain,Female,0
650,18,0,9846.56,6,1,1,33115.98,939.64,4,43,5,Germany,Female,0
547,23,0,8539.29,5,0,1,38352.2,45.62,28,204,1,France,Female,0
550,20,3,9199.2,3,0,0,17906.98,116.37,25,7,9,Germany,Female,1
709,23,2,15192.44,4,1,1,20257.49,440.26,8,61,1,France,Female,0
485,18,10,4004.52,5,0,0,68319.93,239.45,65,20,11,France,Female,0
616,29,9,29381.81,2,0,1,72660.86,101.39,6,52,0,France,Female,0
566,18,6,880.67,7,0,1,99256.13,99.44,14,26,7,Germany,Female,0
513,33,3,44751.0,3,0,0,36794.97,97.74,7,1,1,Germany,Male,0
488,32,9,12390.07,2,0,1,70643.42,556.66,3,8,6,France,Male,0
566,18,2,5261.99,2,0,1,37443.91,743.68,16,28,4,Germany,Female,0
704,18,0,8789.29,7,0,1,33640.47,261.92,15,110,2,France,Female,1
701,35,3,965.41,5,0,0,29966.01,406.17,1,36,5,France,Male,0
382,52,2,33689.92,7,0,0,50904.37,619.05,19,137,7,Spain,Male,0
803,29,13,13570.93,3,1,0,29533.44,402.34,10,60,6,France,Female,0
697,18,14,10647.86,5,1,0,70914.92,172.26,10,35,1,Germany,Female,1
568,20,6,6534.32,4,0,1,43943.71,232.4,10,113,2,Spain,Female,1
553,26,3,38745.06,3,0,0,92582.72,494.07,8,50,5,Germany,Female,0
635,25,1,35410.13,4,0,0,45597.92,163.95,5,56,1,Germany,Female,1
591,30,9,6778.11,5,0,0,30445.13,194.03,6,20,4,France,Male,0
635,18,11,12343.57,1,1,0,35035.58,596.55,16,13,4,Germany,Female,0
835,20,17,2905.42,2,1,0,62773.29,535.29,10,80,8,Germany,Female,0
580,26,6,5821.25,2,0,1,59200.98,314.25,3,31,11,Spain,Female,0
678,27,1,25277.11,1,0,0,56740.43,9.6,15,37,7,Spain,Female,1
465,51,23,19879.85,6,0,1,93445.45,125.78,40,39,7,Germany,Male,1
579,36,2,15898.55,2,0,0,39506.9,240.38,18,45,9,Spain,Male,0
654,21,0,22982.87,5,0,1,32203.82,201.1,11,3,3,France,Female,0
650,22,4,15113.45,3,0,0,63185.39,283.15,6,21,6,Germany,Female,1
807,37,11,21138.57,4,0,0,32409.41,71.48,9,3,4,France,Male,0
620,28,6,27087.8,3,0,1,65211.55,185.84,0,61,1,Spain,Female,0
568,21,5,25299.9,2,0,0,72556.57,120.05,11,25,3,Spain,Female,0
753,18,5,31512.08,6,0,0,27565.16,188.38,9,91,0,France,Female,0
743,56,3,17679.72,3,1,0,52902.5,817.95,42,29,1,Germany,Male,1
641,39,0,20046.84,4,0,0,81032.38,379.26,26,82,1,Germany,Male,1
656,22,1,6864.07,6,0,1,19161.97,332.88,13,62,4,France,Female,0
595,18,9,1812.88,5,0,0,85754.95,253.76,34,10,1,France,Female,0
487,24,7,10816.35,2,0,1,22242.74,525.24,29,41,8,France,Female,1
709,52,3,22394.22,3,1,0,25078.57,371.12,36,32,1,France,Male,1
524,18,6,13143.96,6,0,1,35621.66,92.29,62,50,2,Spain,Female,0
693,29,2,14766.25,3,0,0,34743.04,61.79,1,16,5,Germany,Female,0
573,35,2,4712.32,3,0,0,96466.18,21.74,8,91,7,Spain,Male,0
657,20,3,15298.54,2,0,1,59644.27,394.31,11,67,0,France,Female,0
764,22,3,2783.68,1,0,0,20164.14,199.96,13,36,3,France,Female,0
436,54,3,3646.38,5,0,0,32504.56,405.57,11,34,1,France,Male,0
685,27,0,12305.7,3,0,0,64384.21,1.95,4,43,1,Germany,Female,0
602,25,3,13737.48,5,0,0,43050.34,445.86,4,76,7,France,Female,1
467,27,10,35572.34,2,0,1,21053.44,239.93,3,77,3,Spain,Female,1
652,43,2,1639.07,4,0,0,37129.07,536.21,19,13,6,France,Male,1
667,24,4,8995.91,4,0,0,102031.43,706.69,1,118,3,Spain,Female,1
552,18,12,493.0,7,0,1,16489.48,248.6,0,119,2,Germany,Female,0
475,33,15,25475.15,1,0,1,71498.79,570.52,4,27,8,Spain,Male,0
680,18,8,17546.61,1,1,1,20170.94,190.85,2,1,10,Spain,Female,0
761,22,4,27579.37,2,0,0,67121.86,210.77,5,21,1,France,Female,0
606,49,18,14334.81,7,0,1,52812.04,578.31,31,57,2,France,Male,1
667,23,3,26781.97,3,0,1,30867.21,142.77,4,95,0,Spain,Female,0
463,33,12,6496.27,2,0,1,41032.75,427.58,8,22,2,Germany,Male,1
686,18,4,31166.24,6,0,1,21257.45,636.41,12,47,7,Germany,Female,0
633,24,7,34309.2,3,0,1,82770.08,333.98,9,44,2,Spain,Female,0
549,47,1,26980.4,6,0,0,21564.36,398.49,5,118,4,France,Male,0
547,36,13,26546.43,3,0,1,27386.67,374.02,7,31,1,France,Male,0
566,23,1,9287.25,5,1,1,31694.52,108.2,4,43,2,Germany,Female,1
557,18,12,14042.94,7,0,1,67690.09,123.56,2,58,1,Germany,Female,0
812,21,11,1256.91,2,1,0,68084.58,113.47,2,46,4,France,Female,0
588,18,4,3352.11,2,0,1,89058.11,727.03,18,35,2,France,Female,1
600,20,3,21250.97,5,0,0,50601.72,238.05,23,25,5,France,Female,0
590,19,10,8658.54,7,0,1,66804.23,651.07,1,24,1,France,Female,0
581,18,9,13034.63,2,0,0,17344.59,181.56,37,18,1,Spain,Female,0
738,18,5,8784.86,8,1,1,79810.79,247.33,17,66,0,Germany,Female,0
593,18,7,2158.59,1,0,0,21996.74,2.33,9,67,5,France,Female,0
670,22,2,10616.83,3,0,1,20285.9,18.37,1,83,2,Spain,Female,0
671,35,2,36374.68,3,0,0,16217.57,61.59,3,109,13,Spain,Male,1
554,31,2,29788.74,3,0,1,48874.84,367.83,5,89,2,Germany,Male,0
563,18,11,7248.27,7,0,1,56299.1,551.89,1,29,1,Germany,Female,0
597,26,6,3144.04,5,0,0,87814.65,6.59,16,10,2,France,Female,0
652,19,1,2700.45,3,1,1,54402.96,463.71,6,65,7,France,Female,0
632,25,2,17859.12,2,0,1,72631.08,227.61,0,7,6,Spain,Female,0
720,46,4,17642.2,3,0,0,25692.61,483.7,22,17,4,Spain,Male,1
553,40,17,1156.9,4,0,1,45506.87,23.68,2,67,5,Germany,Male,1
498,33,7,44333.24,4,0,1,64331.73,256.1,30,58,8,France,Male,1
505,42,14,14312.22,7,0,1,79807.16,388.97,27,118,1,Germany,Male,1
525,32,1,29184.12,3,1,0,46615.6,569.93,27,58,10,Spain,Male,0
733,51,4,700.4,4,1,0,47497.82,355.06,45,29,2,Spain,Male,1
695,19,4,31143.65,3,1,1,22146.73,84.47,11,10,6,Germany,Female,0
668,46,2,30183.12,2,1,0,36640.89,368.52,37,27,6,Spain,Male,1
533,34,0,10884.39,4,0,0,39801.98,268.28,7,75,3,Spain,Male,0
624,18,7,25747.63,3,0,0,46545.16,817.9,30,39,5,Spain,Female,1
683,21,7,21676.26,3,0,1,27185.42,39.88,20,16,6,Spain,Female,0
564,18,8,851.97,4,0,1,61911.28,100.61,25,80,4,Germany,Female,1
618,18,8,7563.72,5,0,0,95455.18,480.31,35,47,1,Spain,Female,0
575,18,9,32595.0,4,1,1,38642.07,345.81,28,62,3,Spain,Female,1
598,19,9,690.51,5,0,1,60529.83,60.58,6,27,1,France,Female,0
609,18,8,1537.67,1,0,0,37828.78,7.43,6,23,7,France,Female,0
546,18,8,7764.31,4,0,0,67812.54,13.87,32,76,1,France,Female,0
571,24,3,1800.91,3,1,1,51985.13,194.71,15,132,11,Spain,Female,0
687,21,1,31953.77,2,0,1,40393.43,397.93,1,5,4,Germany,Female,0
625,18,3,449.19,4,0,1,42966.26,17.02,16,41,2,Spain,Female,1
598,18,4,8339.34,3,0,1,29818.82,414.02,20,0,0,France,Female,1
431,18,1,10087.81,4,0,0,69454.64,602.27,47,84,5,Spain,Female,0
456,33,7,51429.62,9,0,1,72412.97,245.68,48,3,6,Germany,Male,0
618,27,6,8962.71,1,0,0,57640.15,542.36,21,67,11,Spain,Female,1
677,28,5,36006.33,1,0,0,58567.42,96.25,9,67,6,Spain,Female,1
538,20,9,5980.53,4,0,1,35420.89,594.87,5,21,8,France,Female,0
548,18,6,20088.72,3,0,1,55999.28,265.53,42,22,1,France,Female,0
543,18,1,7748.78,6,0,1,74432.39,172.2,45,19,2,France,Female,0
645,20,9,16004.87,3,0,1,35374.02,217.59,18,43,4,Germany,Female,0
722,30,1,11501.19,2,0,0,61616.7,646.27,1,45,2,Spain,Male,0
594,18,3,15908.67,2,0,1,18934.51,356.63,30,18,5,France,Female,1
593,20,5,11517.3,5,0,0,22778.26,552.58,31,23,0,France,Female,0
533,24,2,10673.44,2,0,0,21932.45,319.69,17,101,2,Spain,Female,1
600,18,4,33572.88,3,0,1,54554.18,430.69,2,35,5,France,Female,0
608,21,1,4734.68,1,0,0,26775.59,730.67,29,81,10,France,Female,1
552,28,14,25559.63,1,0,1,33604.8,735.12,13,109,0,Germany,Female,0
613,18,12,8034.16,4,0,0,77887.15,246.11,13,80,7,France,Female,1
552,39,7,17583.52,4,0,0,17850.54,175.77,2,66,10,Germany,Male,1
610,18,11,805.16,6,0,1,56495.14,181.28,22,40,6,France,Female,0
588,40,9,6719.67,5,0,0,15584.18,244.7,7,83,7,France,Male,1
567,21,4,4023.93,1,1,0,69331.3,222.09,2,44,5,Spain,Female,0
559,18,5,32296.94,2,1,1,24242.29,20.52,33,60,5,Germany,Female,1
618,23,4,18644.33,5,0,1,105749.66,273.16,22,37,1,Spain,Female,0
682,32,0,31477.84,2,0,0,68563.56,564.69,4,25,4,Spain,Male,0
685,18,1,21396.37,7,0,1,25386.87,1.62,2,39,0,Germany,Female,0
591,21,12,10759.31,1,1,0,86465.56,48.72,2,103,4,France,Female,0
582,18,4,33390.58,4,0,1,32760.57,296.46,32,35,3,Spain,Female,0
643,18,3,26122.06,3,0,1,99841.56,167.35,1,8,4,Germany,Female,0
591,38,5,13913.2,5,0,0,19324.88,92.73,3,21,10,France,Male,1
658,20,10,20844.0,1,0,0,40047.65,102.68,22,20,10,France,Female,1
611,18,5,10794.71,3,0,0,16481.42,581.38,12,43,6,France,Female,0
481,39,15,11480.93,1,0,1,28663.91,159.86,15,31,8,Spain,Male,1
692,46,8,2692.9,6,0,0,65694.38,849.65,25,43,8,Germany,Male,1
522,21,0,8125.06,5,0,0,34542.84,331.18,33,7,0,Spain,Female,0
627,53,14,1406.28,3,0,1,25688.27,274.03,37,11,3,Spain,Male,1
556,25,5,26609.17,3,0,1,17630.02,412.55,12,25,5,Germany,Female,1
795,18,5,36504.1,6,0,0,36777.52,197.63,11,38,6,Germany,Female,0
744,25,9,24312.32,2,1,1,50289.2,221.41,17,47,10,Germany,Female,0
697,18,14,16602.4,2,0,0,73193.43,23.74,29,25,7,Germany,Female,1
742,20,3,14215.95,2,0,1,33263.14,949.4,10,1,4,Germany,Female,0
607,30,4,9388.02,3,1,1,38929.67,340.03,3,116,9,France,Female,0
476,30,18,6213.19,4,0,1,16256.07,470.33,16,56,8,Spain,Male,1
669,22,0,11622.15,1,0,1,94821.19,357.11,0,62,5,Spain,Female,0
472,18,1,27708.2,6,0,0,46293.93,195.65,60,34,7,Spain,Female,0
759,25,9,25245.72,2,0,0,19863.05,671.88,5,40,5,France,Female,0
566,35,6,18681.6,3,0,0,26670.68,195.64,17,6,7,Germany,Male,1
615,18,9,3573.35,4,0,1,56048.12,396.91,12,40,2,France,Female,0
610,18,14,36044.62,6,1,0,21295.38,620.31,24,38,11,France,Female,0
548,34,9,13480.62,3,0,1,34264.76,127.37,7,33,10,France,Male,0
688,25,2,14459.34,3,0,1,21329.37,296.51,2,73,5,Germany,Female,0
586,25,5,9037.07,5,1,1,56043.52,780.1,20,36,7,France,Female,0
603,25,5,3985.52,6,0,0,76900.76,574.95,18,52,4,France,Female,0
616,45,12,24684.63,6,0,0,24314.56,12.24,26,65,2,France,Male,1
708,18,16,19715.52,5,1,0,31444.33,149.23,28,64,3,France,Female,1
716,34,1,5786.91,4,0,0,32289.44,765.45,3,5,3,France,Male,0
680,23,3,6552.71,5,0,1,40680.73,382.0,17,12,5,Spain,Female,0
608,19,11,19683.23,8,0,1,42219.08,187.68,4,36,7,France,Female,0
651,18,1,11224.58,6,0,1,20550.25,354.81,5,12,5,France,Female,0
575,21,2,21092.31,2,1,0,24321.42,200.61,11,14,3,Spain,Female,1
588,18,2,8857.43,4,1,1,88885.9,278.65,22,13,9,France,Female,1
579,18,9,7265.31,10,0,1,54750.57,600.9,16,16,1,Spain,Female,0
692,18,5,16677.09,7,0,1,28348.54,685.03,15,49,8,Germany,Female,0
574,32,5,12047.09,1,0,0,28202.37,280.35,14,30,6,Spain,Male,1
620,42,9,29486.05,3,0,0,68385.0,285.14,21,19,2,Spain,Male,1
643,18,11,1203.18,4,0,0,42987.96,327.96,22,16,3,Germany,Female,0
523,20,4,5646.09,4,1,1,110554.3,122.66,2,9,2,Spain,Female,1
606,20,4,7714.81,5,1,1,45572.94,457.38,10,16,5,France,Female,0
564,34,4,52025.24,2,1,0,33792.66,266.67,11,113,5,Germany,Male,0
618,26,4,5712.04,3,0,1,33648.79,168.16,8,36,6,Spain,Female,0
618,20,5,8465.12,5,0,0,62916.7,219.27,23,7,4,Spain,Female,0
545,54,19,386.32,5,0,1,135186.09,197.72,42,19,5,France,Male,1
630,18,11,32046.42,3,0,0,42664.44,259.02,24,33,3,Spain,Female,0
760,32,2,38153.5,2,0,0,21788.37,684.07,9,14,12,France,Male,1
654,18,8,12138.06,7,1,1,44395.05,21.1,7,25,1,France,Female,1
686,20,18,21672.69,3,1,0,44943.91,358.99,17,58,5,Germany,Female,1
658,37,3,1344.41,2,1,0,70738.46,179.33,18,66,17,France,Male,1
553,18,12,9005.41,7,0,1,29440.77,54.04,4,10,1,Germany,Female,0
562,32,3,24428.56,5,0,1,16168.89,255.74,10,39,3,Germany,Male,0
492,42,9,3494.75,1,0,1,75504.04,43.28,5,9,9,France,Male,1
630,28,4,29342.03,3,0,1,51753.08,65.84,11,19,4,Spain,Female,0
418,42,20,15497.3,4,0,1,18164.64,305.5,35,75,10,Spain,Male,1
637,24,5,29240.73,3,0,0,16375.85,281.04,3,88,7,Germany,Female,0
578,18,4,47493.25,5,0,1,80635.33,208.13,52,56,1,Spain,Female,0
643,26,1,1608.2,7,0,1,62396.98,96.34,23,29,5,Germany,Female,0
666,31,3,16998.9,4,0,1,41017.66,1059.99,6,141,4,France,Male,0
469,20,4,2320.14,9,0,1,68923.21,123.16,65,70,6,Spain,Female,0
463,24,4,17392.24,3,0,1,35244.55,376.03,25,3,1,Germany,Female,0
604,18,3,8166.14,3,0,1,41778.36,214.41,20,107,6,France,Female,0
725,25,7,6883.91,3,1,1,20750.87,371.58,8,59,11,Spain,Female,0
741,33,11,2323.33,4,1,0,56946.82,108.6,22,5,3,Germany,Male,1
477,42,16,22505.59,2,0,1,59046.73,2.83,6,168,5,Spain,Male,1
564,32,7,21489.36,2,1,1,72286.82,182.24,18,39,9,Germany,Male,0
